feedback_id,case_id,contact_id,dealer_id,vehicle_id,survey_date_key,csat_score,nps_score,comment_text
FDB-02064,CASE-05440,CON-01711,DLR-07,VHL-003,20230327,3,5,Service was acceptable
FDB-02065,CASE-05443,CON-04483,DLR-10,VHL-003,20231124,4,8,Good overall service
FDB-02066,CASE-05445,CON-05325,DLR-04,VHL-002,20230407,4,8,Good overall service
FDB-02067,CASE-05447,CON-03045,DLR-04,VHL-016,20230202,3,7,Problem solved but took longer than expected
FDB-02068,CASE-05448,CON-05133,DLR-02,VHL-016,20230315,4,7,Satisfied but communication could improve
FDB-02069,CASE-05449,CON-03597,DLR-10,VHL-011,20240426,5,10,Very smooth service experience
FDB-02070,CASE-05450,CON-01494,DLR-12,VHL-019,20240409,3,6,Average experience
FDB-02071,CASE-05451,CON-02132,DLR-05,VHL-044,20230315,5,9,Quick resolution and good communication
FDB-02072,CASE-05452,CON-02535,DLR-09,VHL-005,20230115,5,9,Excellent support from the service team
FDB-02073,CASE-05453,CON-03597,DLR-09,VHL-045,20230327,4,8,Issue solved with minor delays
FDB-02074,CASE-05456,CON-02313,DLR-06,VHL-004,20240217,4,8,Good overall service
FDB-02075,CASE-05457,CON-05785,DLR-01,VHL-010,20241006,4,7,Satisfied but communication could improve
FDB-02076,CASE-05458,CON-04849,DLR-11,VHL-025,20231023,2,4,Resolution took too long
FDB-02077,CASE-05459,CON-05339,DLR-02,VHL-042,20240712,5,10,Excellent support from the service team
FDB-02078,CASE-05463,CON-05609,DLR-04,VHL-011,20231216,4,8,Issue solved with minor delays
FDB-02079,CASE-05466,CON-04852,DLR-03,VHL-033,20231015,4,9,Satisfied but communication could improve
FDB-02080,CASE-05470,CON-03886,DLR-12,VHL-017,20230108,4,7,Issue solved with minor delays
FDB-02081,CASE-05471,CON-05712,DLR-12,VHL-006,20230610,4,8,Satisfied but communication could improve
FDB-02082,CASE-05473,CON-01811,DLR-10,VHL-027,20240728,4,8,Issue solved with minor delays
FDB-02083,CASE-05474,CON-01853,DLR-09,VHL-039,20231128,4,8,Issue solved with minor delays
FDB-02084,CASE-05475,CON-01757,DLR-11,VHL-003,20230228,3,7,Service was acceptable
FDB-02085,CASE-05476,CON-03293,DLR-07,VHL-044,20241107,4,7,Good overall service
FDB-02086,CASE-05477,CON-04910,DLR-11,VHL-002,20230408,4,8,Issue solved with minor delays
FDB-02087,CASE-05478,CON-04703,DLR-09,VHL-025,20240114,4,7,Satisfied but communication could improve
FDB-02088,CASE-05479,CON-04084,DLR-03,VHL-020,20230928,4,7,Good overall service
FDB-02089,CASE-05481,CON-05742,DLR-02,VHL-031,20230727,4,8,Satisfied but communication could improve
FDB-02090,CASE-05483,CON-02050,DLR-06,VHL-033,20240220,5,9,Excellent support from the service team
FDB-02091,CASE-05487,CON-03009,DLR-10,VHL-013,20240119,4,7,Issue solved with minor delays
FDB-02092,CASE-05488,CON-01125,DLR-12,VHL-022,20230516,4,7,Issue solved with minor delays
FDB-02093,CASE-05491,CON-05452,DLR-10,VHL-039,20230414,5,9,Quick resolution and good communication
FDB-02094,CASE-05494,CON-03545,DLR-01,VHL-022,20241013,4,8,Satisfied but communication could improve
FDB-02095,CASE-05498,CON-03892,DLR-08,VHL-043,20230519,5,10,Quick resolution and good communication
FDB-02096,CASE-05501,CON-02963,DLR-08,VHL-003,20231118,4,7,Issue solved with minor delays
FDB-02097,CASE-05502,CON-04377,DLR-05,VHL-019,20231107,3,6,Service was acceptable
FDB-02098,CASE-05503,CON-04232,DLR-07,VHL-029,20240121,4,7,Satisfied but communication could improve
FDB-02099,CASE-05506,CON-02400,DLR-05,VHL-002,20241113,3,7,Service was acceptable
FDB-02100,CASE-05512,CON-03310,DLR-12,VHL-023,20230126,4,7,Satisfied but communication could improve
FDB-02101,CASE-05517,CON-05260,DLR-12,VHL-015,20230119,4,7,Satisfied but communication could improve
FDB-02102,CASE-05522,CON-00719,DLR-05,VHL-024,20231016,4,7,Issue solved with minor delays
FDB-02103,CASE-05526,CON-00552,DLR-01,VHL-013,20240608,3,5,Problem solved but took longer than expected
FDB-02104,CASE-05527,CON-00449,DLR-10,VHL-027,20231222,5,9,Very smooth service experience
FDB-02105,CASE-05528,CON-00076,DLR-12,VHL-012,20240721,4,7,Good overall service
FDB-02106,CASE-05529,CON-00571,DLR-03,VHL-010,20230728,5,10,Quick resolution and good communication
FDB-02107,CASE-05530,CON-01087,DLR-04,VHL-006,20230325,4,8,Issue solved with minor delays
FDB-02108,CASE-05532,CON-03578,DLR-11,VHL-017,20230316,5,10,Very smooth service experience
FDB-02109,CASE-05536,CON-00677,DLR-12,VHL-008,20241004,4,8,Satisfied but communication could improve
FDB-02110,CASE-05538,CON-04591,DLR-04,VHL-010,20240515,5,9,Excellent support from the service team
FDB-02111,CASE-05540,CON-02225,DLR-01,VHL-034,20240109,4,8,Satisfied but communication could improve
FDB-02112,CASE-05544,CON-04113,DLR-07,VHL-022,20231106,4,9,Good overall service
FDB-02113,CASE-05546,CON-02013,DLR-05,VHL-038,20230508,4,8,Good overall service
FDB-02114,CASE-05547,CON-05373,DLR-02,VHL-022,20230124,3,5,Problem solved but took longer than expected
FDB-02115,CASE-05548,CON-05483,DLR-02,VHL-025,20230825,5,9,Very smooth service experience
FDB-02116,CASE-05549,CON-00442,DLR-02,VHL-040,20231216,4,9,Satisfied but communication could improve
FDB-02117,CASE-05550,CON-01965,DLR-09,VHL-019,20240925,3,6,Service was acceptable
FDB-02118,CASE-05553,CON-05020,DLR-06,VHL-039,20230722,4,7,Good overall service
FDB-02119,CASE-05557,CON-04936,DLR-06,VHL-042,20241126,3,5,Problem solved but took longer than expected
FDB-02120,CASE-05560,CON-05565,DLR-06,VHL-036,20230112,4,8,Good overall service
FDB-02121,CASE-05561,CON-04022,DLR-01,VHL-012,20231212,5,9,Very smooth service experience
FDB-02122,CASE-05563,CON-00343,DLR-10,VHL-032,20240407,5,9,Excellent support from the service team
FDB-02123,CASE-05564,CON-03316,DLR-02,VHL-037,20240517,4,8,Issue solved with minor delays
FDB-02124,CASE-05565,CON-02731,DLR-04,VHL-038,20231027,3,7,Problem solved but took longer than expected
FDB-02125,CASE-05567,CON-03142,DLR-12,VHL-023,20230619,4,7,Good overall service
FDB-02126,CASE-05570,CON-02991,DLR-12,VHL-033,20240120,4,8,Good overall service
FDB-02127,CASE-05571,CON-00436,DLR-04,VHL-023,20231103,4,7,Good overall service
FDB-02128,CASE-05572,CON-00499,DLR-12,VHL-030,20230526,4,8,Issue solved with minor delays
FDB-02129,CASE-05575,CON-00042,DLR-01,VHL-002,20240110,5,10,Very smooth service experience
FDB-02130,CASE-05579,CON-00347,DLR-07,VHL-006,20231105,5,9,Quick resolution and good communication
FDB-02131,CASE-05590,CON-00949,DLR-01,VHL-020,20231110,4,8,Satisfied but communication could improve
FDB-02132,CASE-05597,CON-02013,DLR-07,VHL-041,20231202,4,7,Issue solved with minor delays
FDB-02133,CASE-05600,CON-04563,DLR-09,VHL-006,20241117,3,6,Service was acceptable
FDB-02134,CASE-05601,CON-00357,DLR-04,VHL-019,20230325,3,6,Average experience
FDB-02135,CASE-05608,CON-05158,DLR-08,VHL-003,20231119,4,8,Good overall service
FDB-02136,CASE-05609,CON-01837,DLR-01,VHL-033,20240317,2,3,Resolution took too long
FDB-02137,CASE-05611,CON-03712,DLR-03,VHL-030,20240905,3,5,Average experience
FDB-02138,CASE-05614,CON-01091,DLR-07,VHL-034,20230127,5,10,Very smooth service experience
FDB-02139,CASE-05615,CON-05663,DLR-08,VHL-019,20230621,3,5,Average experience
FDB-02140,CASE-05618,CON-01347,DLR-09,VHL-001,20240331,3,6,Problem solved but took longer than expected
FDB-02141,CASE-05620,CON-05694,DLR-12,VHL-005,20240615,4,9,Issue solved with minor delays
FDB-02142,CASE-05621,CON-01842,DLR-12,VHL-019,20230226,4,7,Issue solved with minor delays
FDB-02143,CASE-05624,CON-00855,DLR-10,VHL-017,20240917,4,8,Issue solved with minor delays
FDB-02144,CASE-05627,CON-04689,DLR-12,VHL-040,20240721,4,7,Satisfied but communication could improve
FDB-02145,CASE-05630,CON-02984,DLR-07,VHL-023,20230228,4,7,Good overall service
FDB-02146,CASE-05631,CON-00615,DLR-06,VHL-038,20241220,4,7,Issue solved with minor delays
FDB-02147,CASE-05632,CON-01609,DLR-01,VHL-045,20231022,3,6,Service was acceptable
FDB-02148,CASE-05634,CON-00162,DLR-05,VHL-030,20230619,2,3,Issue was not resolved properly the first time
FDB-02149,CASE-05637,CON-00322,DLR-09,VHL-018,20240703,4,8,Satisfied but communication could improve
FDB-02150,CASE-05639,CON-04231,DLR-05,VHL-016,20241227,2,3,Issue was not resolved properly the first time
FDB-02151,CASE-05640,CON-00399,DLR-01,VHL-024,20230424,4,8,Issue solved with minor delays
FDB-02152,CASE-05645,CON-01153,DLR-02,VHL-031,20240807,5,9,Very smooth service experience
FDB-02153,CASE-05647,CON-05719,DLR-05,VHL-023,20230416,3,6,Problem solved but took longer than expected
FDB-02154,CASE-05651,CON-01160,DLR-08,VHL-015,20240409,3,7,Problem solved but took longer than expected
FDB-02155,CASE-05652,CON-03218,DLR-09,VHL-014,20241221,4,7,Issue solved with minor delays
FDB-02156,CASE-05656,CON-04725,DLR-06,VHL-008,20230717,3,5,Service was acceptable
FDB-02157,CASE-05658,CON-00849,DLR-06,VHL-001,20231103,4,9,Good overall service
FDB-02158,CASE-05661,CON-04168,DLR-09,VHL-004,20240613,4,9,Issue solved with minor delays
FDB-02159,CASE-05662,CON-01060,DLR-01,VHL-038,20230507,5,10,Excellent support from the service team
FDB-02160,CASE-05663,CON-04024,DLR-11,VHL-017,20240411,4,9,Satisfied but communication could improve
FDB-02161,CASE-05664,CON-02582,DLR-01,VHL-011,20241130,2,2,Resolution took too long
FDB-02162,CASE-05670,CON-04780,DLR-01,VHL-037,20241201,4,8,Issue solved with minor delays
FDB-02163,CASE-05671,CON-04774,DLR-02,VHL-024,20240722,4,7,Issue solved with minor delays
FDB-02164,CASE-05672,CON-00176,DLR-11,VHL-043,20230907,5,10,Very smooth service experience
FDB-02165,CASE-05673,CON-04624,DLR-12,VHL-009,20240706,5,10,Very smooth service experience
FDB-02166,CASE-05675,CON-04764,DLR-08,VHL-006,20230819,4,8,Issue solved with minor delays
FDB-02167,CASE-05678,CON-03555,DLR-09,VHL-042,20241201,2,4,Resolution took too long
FDB-02168,CASE-05679,CON-00901,DLR-01,VHL-025,20240128,3,6,Average experience
FDB-02169,CASE-05683,CON-04549,DLR-07,VHL-016,20230315,4,7,Good overall service
FDB-02170,CASE-05688,CON-04390,DLR-02,VHL-039,20240319,3,6,Service was acceptable
FDB-02171,CASE-05689,CON-02360,DLR-07,VHL-025,20240704,5,9,Quick resolution and good communication
FDB-02172,CASE-05691,CON-03028,DLR-10,VHL-025,20230313,4,8,Issue solved with minor delays
FDB-02173,CASE-05693,CON-03156,DLR-12,VHL-028,20240119,4,7,Good overall service
FDB-02174,CASE-05694,CON-03362,DLR-02,VHL-010,20241126,4,8,Satisfied but communication could improve
FDB-02175,CASE-05695,CON-05502,DLR-07,VHL-041,20240626,4,8,Issue solved with minor delays
FDB-02176,CASE-05699,CON-02828,DLR-11,VHL-009,20230701,5,9,Very smooth service experience
FDB-02177,CASE-05703,CON-01779,DLR-10,VHL-030,20241018,3,5,Problem solved but took longer than expected
FDB-02178,CASE-05707,CON-01199,DLR-10,VHL-009,20240927,4,8,Good overall service
FDB-02179,CASE-05708,CON-00696,DLR-07,VHL-001,20230915,5,9,Very smooth service experience
FDB-02180,CASE-05711,CON-00353,DLR-11,VHL-015,20230819,4,7,Good overall service
FDB-02181,CASE-05712,CON-01803,DLR-09,VHL-024,20231130,4,7,Good overall service
FDB-02182,CASE-05715,CON-01591,DLR-07,VHL-025,20240629,4,8,Good overall service
FDB-02183,CASE-05716,CON-00380,DLR-09,VHL-033,20240707,3,6,Problem solved but took longer than expected
FDB-02184,CASE-05719,CON-05157,DLR-12,VHL-022,20230709,5,10,Very smooth service experience
FDB-02185,CASE-05720,CON-00846,DLR-07,VHL-029,20230904,3,5,Service was acceptable
FDB-02186,CASE-05721,CON-01001,DLR-12,VHL-018,20241211,5,9,Excellent support from the service team
FDB-02187,CASE-05724,CON-03700,DLR-10,VHL-040,20240808,4,7,Satisfied but communication could improve
FDB-02188,CASE-05732,CON-00820,DLR-09,VHL-037,20241126,4,8,Issue solved with minor delays
FDB-02189,CASE-05735,CON-04694,DLR-05,VHL-041,20230709,4,9,Satisfied but communication could improve
FDB-02190,CASE-05736,CON-05074,DLR-11,VHL-026,20230913,4,8,Satisfied but communication could improve
FDB-02191,CASE-05741,CON-05541,DLR-01,VHL-040,20240504,3,5,Problem solved but took longer than expected
FDB-02192,CASE-05742,CON-03923,DLR-03,VHL-004,20240208,4,7,Good overall service
FDB-02193,CASE-05743,CON-01296,DLR-04,VHL-036,20240411,5,10,Quick resolution and good communication
FDB-02194,CASE-05744,CON-05099,DLR-08,VHL-016,20230816,3,5,Average experience
FDB-02195,CASE-05745,CON-05609,DLR-06,VHL-007,20240115,3,5,Problem solved but took longer than expected
FDB-02196,CASE-05746,CON-03846,DLR-03,VHL-005,20240404,3,6,Problem solved but took longer than expected
FDB-02197,CASE-05752,CON-04095,DLR-05,VHL-005,20241125,4,7,Satisfied but communication could improve
FDB-02198,CASE-05761,CON-01633,DLR-10,VHL-037,20240103,4,7,Issue solved with minor delays
FDB-02199,CASE-05765,CON-05221,DLR-01,VHL-043,20241015,4,7,Issue solved with minor delays
FDB-02200,CASE-05767,CON-00203,DLR-06,VHL-039,20240305,3,5,Average experience
FDB-02201,CASE-05772,CON-03858,DLR-10,VHL-020,20241216,5,10,Quick resolution and good communication
FDB-02202,CASE-05773,CON-01136,DLR-09,VHL-020,20240220,4,8,Satisfied but communication could improve
FDB-02203,CASE-05774,CON-02294,DLR-04,VHL-029,20231110,5,10,Very smooth service experience
FDB-02204,CASE-05779,CON-05300,DLR-01,VHL-006,20240622,3,5,Average experience
FDB-02205,CASE-05781,CON-02152,DLR-09,VHL-010,20240811,2,4,Service delay caused frustration
FDB-02206,CASE-05782,CON-02974,DLR-09,VHL-042,20230510,5,10,Quick resolution and good communication
FDB-02207,CASE-05785,CON-00952,DLR-04,VHL-045,20240705,3,6,Service was acceptable
FDB-02208,CASE-05786,CON-02871,DLR-05,VHL-018,20230530,3,5,Average experience
FDB-02209,CASE-05787,CON-01648,DLR-01,VHL-045,20241012,4,9,Satisfied but communication could improve
FDB-02210,CASE-05789,CON-02426,DLR-05,VHL-040,20241023,4,7,Satisfied but communication could improve
FDB-02211,CASE-05796,CON-02221,DLR-11,VHL-039,20240129,3,6,Average experience
FDB-02212,CASE-05797,CON-03482,DLR-12,VHL-020,20240103,4,7,Issue solved with minor delays
FDB-02213,CASE-05798,CON-03277,DLR-02,VHL-033,20240106,5,10,Quick resolution and good communication
FDB-02214,CASE-05799,CON-00661,DLR-11,VHL-012,20230814,4,7,Good overall service
FDB-02215,CASE-05801,CON-02812,DLR-03,VHL-043,20230429,4,7,Good overall service
FDB-02216,CASE-05807,CON-01383,DLR-02,VHL-040,20231129,4,8,Satisfied but communication could improve
FDB-02217,CASE-05810,CON-00921,DLR-01,VHL-005,20240613,4,8,Issue solved with minor delays
FDB-02218,CASE-05811,CON-00354,DLR-06,VHL-008,20231220,4,7,Issue solved with minor delays
FDB-02219,CASE-05813,CON-01358,DLR-04,VHL-002,20240112,5,10,Very smooth service experience
FDB-02220,CASE-05816,CON-03613,DLR-02,VHL-016,20230713,4,7,Issue solved with minor delays
FDB-02221,CASE-05817,CON-04469,DLR-09,VHL-041,20230713,4,7,Good overall service
FDB-02222,CASE-05825,CON-05630,DLR-03,VHL-008,20240830,4,9,Satisfied but communication could improve
FDB-02223,CASE-05827,CON-03598,DLR-07,VHL-030,20240128,5,10,Very smooth service experience
FDB-02224,CASE-05828,CON-03338,DLR-12,VHL-018,20240217,4,7,Issue solved with minor delays
FDB-02225,CASE-05832,CON-00106,DLR-02,VHL-006,20241223,4,7,Good overall service
FDB-02226,CASE-05836,CON-04250,DLR-03,VHL-029,20231218,5,10,Very smooth service experience
FDB-02227,CASE-05838,CON-03080,DLR-01,VHL-044,20230402,4,9,Good overall service
FDB-02228,CASE-05839,CON-04957,DLR-03,VHL-021,20240819,4,8,Satisfied but communication could improve
FDB-02229,CASE-05841,CON-01418,DLR-02,VHL-003,20231110,3,7,Average experience
FDB-02230,CASE-05843,CON-02907,DLR-02,VHL-011,20230118,5,9,Quick resolution and good communication
FDB-02231,CASE-05845,CON-01579,DLR-04,VHL-002,20231206,4,7,Good overall service
FDB-02232,CASE-05846,CON-01746,DLR-06,VHL-006,20241225,5,9,Quick resolution and good communication
FDB-02233,CASE-05847,CON-04879,DLR-11,VHL-007,20230806,2,2,Resolution took too long
FDB-02234,CASE-05851,CON-03882,DLR-10,VHL-040,20240810,5,10,Excellent support from the service team
FDB-02235,CASE-05852,CON-05055,DLR-03,VHL-022,20230401,3,5,Average experience
FDB-02236,CASE-05853,CON-04671,DLR-05,VHL-044,20230926,4,7,Issue solved with minor delays
FDB-02237,CASE-05854,CON-03608,DLR-07,VHL-031,20230825,4,8,Issue solved with minor delays
FDB-02238,CASE-05855,CON-01652,DLR-02,VHL-027,20230816,4,8,Satisfied but communication could improve
FDB-02239,CASE-05857,CON-00565,DLR-04,VHL-026,20240121,4,7,Satisfied but communication could improve
FDB-02240,CASE-05858,CON-03133,DLR-10,VHL-024,20240306,3,5,Average experience
FDB-02241,CASE-05859,CON-04406,DLR-03,VHL-009,20230712,4,7,Satisfied but communication could improve
FDB-02242,CASE-05860,CON-00672,DLR-06,VHL-005,20230625,3,5,Average experience
FDB-02243,CASE-05864,CON-01471,DLR-07,VHL-007,20240511,5,10,Very smooth service experience
FDB-02244,CASE-05865,CON-03873,DLR-06,VHL-013,20230829,3,6,Average experience
FDB-02245,CASE-05866,CON-00354,DLR-09,VHL-041,20240606,5,10,Very smooth service experience
FDB-02246,CASE-05870,CON-02525,DLR-08,VHL-024,20241109,4,9,Good overall service
FDB-02247,CASE-05871,CON-03137,DLR-11,VHL-023,20241025,4,8,Good overall service
FDB-02248,CASE-05876,CON-03520,DLR-01,VHL-026,20230510,3,5,Average experience
FDB-02249,CASE-05881,CON-03942,DLR-10,VHL-011,20231128,4,7,Good overall service
FDB-02250,CASE-05882,CON-04347,DLR-04,VHL-014,20230407,5,10,Quick resolution and good communication
FDB-02251,CASE-05886,CON-03708,DLR-11,VHL-015,20230124,4,8,Issue solved with minor delays
FDB-02252,CASE-05889,CON-05460,DLR-06,VHL-042,20230926,5,9,Excellent support from the service team
FDB-02253,CASE-05894,CON-00547,DLR-05,VHL-009,20230121,2,4,Issue was not resolved properly the first time
FDB-02254,CASE-05895,CON-00332,DLR-03,VHL-006,20231209,4,8,Good overall service
FDB-02255,CASE-05897,CON-02845,DLR-02,VHL-002,20230305,4,8,Good overall service
FDB-02256,CASE-05901,CON-02809,DLR-03,VHL-024,20240927,4,7,Issue solved with minor delays
FDB-02257,CASE-05910,CON-04996,DLR-08,VHL-020,20240530,5,10,Quick resolution and good communication
FDB-02258,CASE-05914,CON-05175,DLR-08,VHL-013,20230606,2,2,Needed multiple follow-ups to get help
FDB-02259,CASE-05916,CON-00556,DLR-10,VHL-038,20240727,3,6,Service was acceptable
FDB-02260,CASE-05919,CON-02893,DLR-02,VHL-023,20231018,4,9,Issue solved with minor delays
FDB-02261,CASE-05921,CON-03738,DLR-03,VHL-038,20240104,3,6,Service was acceptable
FDB-02262,CASE-05925,CON-00264,DLR-12,VHL-007,20230507,4,7,Issue solved with minor delays
FDB-02263,CASE-05926,CON-00293,DLR-03,VHL-016,20230411,5,9,Quick resolution and good communication
FDB-02264,CASE-05928,CON-04301,DLR-02,VHL-005,20230531,4,8,Good overall service
FDB-02265,CASE-05931,CON-02802,DLR-11,VHL-002,20230622,3,5,Problem solved but took longer than expected
FDB-02266,CASE-05939,CON-03770,DLR-03,VHL-015,20241231,5,10,Quick resolution and good communication
FDB-02267,CASE-05941,CON-00216,DLR-04,VHL-022,20241021,2,2,Service delay caused frustration
FDB-02268,CASE-05943,CON-01333,DLR-06,VHL-009,20231226,3,6,Problem solved but took longer than expected
FDB-02269,CASE-05946,CON-02572,DLR-03,VHL-007,20240728,4,7,Issue solved with minor delays
FDB-02270,CASE-05948,CON-00936,DLR-06,VHL-045,20240127,4,8,Issue solved with minor delays
FDB-02271,CASE-05950,CON-05385,DLR-09,VHL-034,20240103,4,8,Issue solved with minor delays
FDB-02272,CASE-05951,CON-00798,DLR-10,VHL-006,20240809,4,8,Issue solved with minor delays
FDB-02273,CASE-05952,CON-02123,DLR-06,VHL-044,20231201,4,7,Satisfied but communication could improve
FDB-02274,CASE-05954,CON-04892,DLR-11,VHL-018,20240409,4,8,Issue solved with minor delays
FDB-02275,CASE-05955,CON-04631,DLR-07,VHL-011,20241113,4,8,Satisfied but communication could improve
FDB-02276,CASE-05956,CON-00432,DLR-12,VHL-014,20230421,4,9,Satisfied but communication could improve
FDB-02277,CASE-05958,CON-00800,DLR-05,VHL-017,20240715,3,6,Problem solved but took longer than expected
FDB-02278,CASE-05961,CON-03668,DLR-09,VHL-027,20240516,2,4,Issue was not resolved properly the first time
FDB-02279,CASE-05964,CON-02809,DLR-01,VHL-008,20231207,5,9,Excellent support from the service team
FDB-02280,CASE-05965,CON-00530,DLR-02,VHL-037,20240629,5,10,Excellent support from the service team
FDB-02281,CASE-05967,CON-01375,DLR-06,VHL-006,20230122,2,5,Resolution took too long
FDB-02282,CASE-05969,CON-00956,DLR-09,VHL-037,20241022,4,8,Satisfied but communication could improve
FDB-02283,CASE-05971,CON-00821,DLR-07,VHL-015,20241017,5,9,Excellent support from the service team
FDB-02284,CASE-05972,CON-04737,DLR-11,VHL-009,20230203,4,8,Issue solved with minor delays
FDB-02285,CASE-05976,CON-01198,DLR-12,VHL-026,20240103,4,8,Satisfied but communication could improve
FDB-02286,CASE-05978,CON-02477,DLR-08,VHL-024,20240109,4,7,Good overall service
FDB-02287,CASE-05981,CON-01124,DLR-06,VHL-015,20240119,3,7,Service was acceptable
FDB-02288,CASE-05983,CON-03041,DLR-02,VHL-041,20231018,3,5,Average experience
FDB-02289,CASE-05986,CON-03096,DLR-05,VHL-021,20231031,4,7,Good overall service
FDB-02290,CASE-05988,CON-00465,DLR-03,VHL-007,20241020,4,7,Good overall service
FDB-02291,CASE-05989,CON-03654,DLR-11,VHL-035,20230120,5,9,Excellent support from the service team
FDB-02292,CASE-05991,CON-05088,DLR-10,VHL-044,20240309,5,9,Quick resolution and good communication
FDB-02293,CASE-05993,CON-01851,DLR-02,VHL-006,20240314,4,7,Satisfied but communication could improve
FDB-02294,CASE-05994,CON-04596,DLR-03,VHL-028,20230623,4,8,Issue solved with minor delays
FDB-02295,CASE-05999,CON-05278,DLR-10,VHL-014,20240512,4,8,Satisfied but communication could improve
FDB-02296,CASE-06000,CON-01297,DLR-01,VHL-031,20240515,4,8,Satisfied but communication could improve
FDB-02297,CASE-06003,CON-02717,DLR-08,VHL-033,20230731,4,8,Satisfied but communication could improve
FDB-02298,CASE-06008,CON-03843,DLR-02,VHL-045,20240319,5,9,Quick resolution and good communication
FDB-02299,CASE-06009,CON-04807,DLR-05,VHL-011,20240922,5,9,Very smooth service experience
FDB-02300,CASE-06011,CON-03922,DLR-02,VHL-008,20231006,3,5,Service was acceptable
FDB-02301,CASE-06016,CON-05343,DLR-06,VHL-036,20240508,5,9,Excellent support from the service team
FDB-02302,CASE-06018,CON-03032,DLR-11,VHL-006,20231208,2,2,Resolution took too long
FDB-02303,CASE-06021,CON-01605,DLR-05,VHL-015,20231031,4,7,Satisfied but communication could improve
FDB-02304,CASE-06022,CON-04104,DLR-09,VHL-006,20240526,4,8,Satisfied but communication could improve
FDB-02305,CASE-06023,CON-02955,DLR-10,VHL-010,20231107,5,10,Very smooth service experience
FDB-02306,CASE-06024,CON-01968,DLR-11,VHL-017,20241208,5,10,Quick resolution and good communication
FDB-02307,CASE-06026,CON-03066,DLR-09,VHL-002,20230112,5,10,Quick resolution and good communication
FDB-02308,CASE-06027,CON-04867,DLR-03,VHL-029,20240929,3,6,Service was acceptable
FDB-02309,CASE-06028,CON-00815,DLR-06,VHL-039,20230517,5,10,Excellent support from the service team
FDB-02310,CASE-06031,CON-02945,DLR-02,VHL-024,20230529,5,9,Excellent support from the service team
FDB-02311,CASE-06032,CON-01076,DLR-08,VHL-021,20230526,3,6,Problem solved but took longer than expected
FDB-02312,CASE-06033,CON-00386,DLR-11,VHL-043,20241016,5,9,Excellent support from the service team
FDB-02313,CASE-06034,CON-00370,DLR-01,VHL-041,20230613,4,7,Good overall service
FDB-02314,CASE-06037,CON-02339,DLR-04,VHL-018,20231009,4,7,Satisfied but communication could improve
FDB-02315,CASE-06039,CON-03812,DLR-12,VHL-042,20240801,3,7,Service was acceptable
FDB-02316,CASE-06043,CON-02821,DLR-01,VHL-032,20240411,4,8,Good overall service
FDB-02317,CASE-06044,CON-01920,DLR-05,VHL-019,20230705,5,10,Quick resolution and good communication
FDB-02318,CASE-06051,CON-04132,DLR-09,VHL-007,20230325,4,9,Satisfied but communication could improve
FDB-02319,CASE-06053,CON-04696,DLR-01,VHL-038,20241020,4,8,Satisfied but communication could improve
FDB-02320,CASE-06054,CON-01182,DLR-02,VHL-013,20240718,4,7,Good overall service
FDB-02321,CASE-06055,CON-02136,DLR-04,VHL-023,20230306,4,8,Good overall service
FDB-02322,CASE-06056,CON-01565,DLR-12,VHL-026,20240708,5,9,Excellent support from the service team
FDB-02323,CASE-06057,CON-00908,DLR-08,VHL-043,20231203,5,9,Very smooth service experience
FDB-02324,CASE-06059,CON-03669,DLR-09,VHL-012,20240305,5,9,Excellent support from the service team
FDB-02325,CASE-06061,CON-03062,DLR-05,VHL-013,20230616,4,8,Satisfied but communication could improve
FDB-02326,CASE-06070,CON-04831,DLR-08,VHL-023,20231203,5,9,Quick resolution and good communication
FDB-02327,CASE-06074,CON-05443,DLR-08,VHL-014,20231211,4,8,Good overall service
FDB-02328,CASE-06075,CON-01164,DLR-02,VHL-025,20231125,4,7,Satisfied but communication could improve
FDB-02329,CASE-06077,CON-05081,DLR-01,VHL-003,20240805,5,10,Quick resolution and good communication
FDB-02330,CASE-06079,CON-04462,DLR-10,VHL-003,20240525,5,10,Very smooth service experience
FDB-02331,CASE-06081,CON-03013,DLR-08,VHL-024,20230114,4,7,Satisfied but communication could improve
FDB-02332,CASE-06087,CON-02448,DLR-08,VHL-004,20230914,4,8,Good overall service
FDB-02333,CASE-06092,CON-02058,DLR-12,VHL-039,20231029,2,3,Resolution took too long
FDB-02334,CASE-06093,CON-00377,DLR-12,VHL-008,20230616,4,8,Good overall service
FDB-02335,CASE-06094,CON-00204,DLR-03,VHL-001,20230204,4,8,Issue solved with minor delays
FDB-02336,CASE-06098,CON-03406,DLR-07,VHL-021,20230312,4,7,Satisfied but communication could improve
FDB-02337,CASE-06102,CON-00932,DLR-10,VHL-036,20231027,5,10,Quick resolution and good communication
FDB-02338,CASE-06105,CON-00305,DLR-08,VHL-040,20240729,4,8,Good overall service
FDB-02339,CASE-06106,CON-02062,DLR-06,VHL-014,20240825,4,7,Good overall service
FDB-02340,CASE-06108,CON-05619,DLR-12,VHL-027,20240418,3,6,Problem solved but took longer than expected
FDB-02341,CASE-06109,CON-00115,DLR-04,VHL-010,20230406,4,8,Good overall service
FDB-02342,CASE-06110,CON-01829,DLR-12,VHL-013,20240521,4,7,Good overall service
FDB-02343,CASE-06116,CON-00046,DLR-07,VHL-013,20240714,3,6,Service was acceptable
FDB-02344,CASE-06117,CON-01078,DLR-10,VHL-009,20240409,4,8,Satisfied but communication could improve
