lead_id,created_date_key,dealer_id,contact_id,lead_source,lead_status,vehicle_interest,assigned_to_rep,first_response_hours,is_converted,converted_date_key,opportunity_id,lost_reason,age_at_close_days,region
LD-10286,20240510,DLR-12,CON-03616,Web Form,Working,VHL-001,REP-01,9.76,False,,,,1,West
LD-10287,20240603,DLR-12,CON-02964,Campaign,Lost,VHL-044,REP-06,23.06,False,,,No Budget,54,West
LD-10288,20241108,DLR-05,CON-03975,Web Form,New,VHL-008,REP-07,8.54,False,,,,5,South
LD-10289,20230103,DLR-01,CON-04616,Web Form,Lost,VHL-005,REP-20,6.15,False,,,Bought Elsewhere,48,North
LD-10290,20241224,DLR-07,CON-04609,Web Form,Qualified,VHL-015,REP-11,5.5,False,,,,3,East
LD-10291,20240523,DLR-03,CON-00716,Web Form,Lost,VHL-008,REP-09,4.51,False,,,No Response,21,North
LD-10292,20240727,DLR-08,CON-01590,Web Form,Lost,VHL-034,REP-07,2.93,False,,,Bought Elsewhere,1,East
LD-10293,20240907,DLR-09,CON-01597,Web Form,Working,VHL-021,REP-14,4.98,False,,,,15,East
LD-10294,20231209,DLR-02,CON-04791,Web Form,Lost,VHL-015,REP-05,7.8,False,,,No Budget,32,North
LD-10295,20230909,DLR-08,CON-03500,Web Form,Lost,VHL-035,REP-16,8.91,False,,,Price,16,East
LD-10296,20231115,DLR-08,CON-04851,Referral,Converted,VHL-032,REP-24,2.59,True,20231115.0,OPP-03093,,22,East
LD-10297,20230806,DLR-08,CON-00741,Web Form,Working,VHL-039,REP-04,0.1,False,,,,19,East
LD-10298,20240923,DLR-09,CON-01402,Web Form,Lost,VHL-025,REP-07,14.8,False,,,No Budget,19,East
LD-10299,20240416,DLR-10,CON-00348,Web Form,Qualified,VHL-021,REP-23,12.85,False,,,,25,West
LD-10300,20240716,DLR-11,CON-02217,Phone Inbound,Converted,VHL-037,REP-20,0.32,True,20240716.0,OPP-04270,,39,West
LD-10301,20240401,DLR-02,CON-02091,Referral,Converted,VHL-008,REP-01,5.86,True,20240401.0,OPP-03804,,36,North
LD-10302,20240322,DLR-08,CON-05279,Walk-in,New,VHL-011,REP-13,0.21,False,,,,28,East
LD-10303,20240323,DLR-02,CON-01642,Web Form,Lost,VHL-032,REP-07,16.05,False,,,Bought Elsewhere,25,North
LD-10304,20231106,DLR-11,CON-05005,Referral,Working,VHL-033,REP-03,1.55,False,,,,15,West
LD-10305,20240601,DLR-05,CON-04057,Web Form,Converted,VHL-015,REP-23,9.45,True,20240601.0,OPP-03834,,12,South
LD-10306,20240627,DLR-05,CON-05098,Referral,New,VHL-032,REP-02,1.09,False,,,,18,South
LD-10307,20240329,DLR-08,CON-02538,Walk-in,Qualified,VHL-004,REP-02,0.5,False,,,,15,East
LD-10308,20230626,DLR-01,CON-03714,Web Form,Lost,VHL-016,REP-03,10.04,False,,,Price,54,North
LD-10309,20230711,DLR-09,CON-04593,Social Media,Lost,VHL-009,REP-11,34.14,False,,,No Response,57,East
LD-10310,20240131,DLR-05,CON-00403,Social Media,Lost,VHL-034,REP-05,44.57,False,,,No Budget,49,South
LD-10311,20230402,DLR-05,CON-00310,Referral,Lost,VHL-025,REP-10,3.15,False,,,No Budget,29,South
LD-10312,20230125,DLR-10,CON-00669,Phone Inbound,Qualified,VHL-042,REP-14,0.17,False,,,,6,West
LD-10313,20241125,DLR-08,CON-05705,Campaign,Qualified,VHL-024,REP-21,18.33,False,,,,28,East
LD-10314,20230514,DLR-12,CON-00087,Phone Inbound,Converted,VHL-023,REP-02,0.37,True,20230514.0,OPP-03306,,3,West
LD-10315,20240717,DLR-11,CON-02186,Referral,Converted,VHL-043,REP-07,2.02,True,20240717.0,OPP-00847,,39,West
LD-10316,20231108,DLR-08,CON-02764,Web Form,Lost,VHL-018,REP-12,12.16,False,,,No Response,14,East
LD-10317,20240920,DLR-12,CON-04854,Web Form,Qualified,VHL-017,REP-07,13.39,False,,,,18,West
LD-10318,20240503,DLR-11,CON-01793,Referral,New,VHL-011,REP-04,0.5,False,,,,22,West
LD-10319,20240228,DLR-07,CON-00647,Referral,Converted,VHL-029,REP-21,4.7,True,20240228.0,OPP-03814,,33,East
LD-10320,20240118,DLR-09,CON-00924,Campaign,Working,VHL-036,REP-17,44.6,False,,,,25,East
LD-10321,20240421,DLR-01,CON-05560,Referral,Converted,VHL-038,REP-09,3.38,True,20240421.0,OPP-01999,,12,North
LD-10322,20230927,DLR-03,CON-02442,Web Form,Lost,VHL-028,REP-07,10.9,False,,,No Response,35,North
LD-10323,20240515,DLR-01,CON-04809,Web Form,Working,VHL-043,REP-24,12.65,False,,,,16,North
LD-10324,20240222,DLR-11,CON-03569,Web Form,Qualified,VHL-027,REP-14,7.4,False,,,,21,West
LD-10325,20230129,DLR-08,CON-00798,Web Form,Working,VHL-038,REP-19,9.23,False,,,,22,East
LD-10326,20240929,DLR-01,CON-03578,Referral,New,VHL-039,REP-12,1.03,False,,,,3,North
LD-10327,20230606,DLR-01,CON-01267,Campaign,Qualified,VHL-043,REP-21,25.39,False,,,,5,North
LD-10328,20231227,DLR-05,CON-02545,Web Form,Working,VHL-002,REP-14,10.49,False,,,,11,South
LD-10329,20241020,DLR-02,CON-03811,Web Form,New,VHL-008,REP-04,10.56,False,,,,2,North
LD-10330,20241112,DLR-02,CON-03636,Phone Inbound,Converted,VHL-010,REP-08,0.41,True,20241112.0,OPP-01263,,5,North
LD-10331,20230523,DLR-11,CON-04461,Social Media,Converted,VHL-003,REP-01,26.7,True,20230523.0,OPP-00329,,7,West
LD-10332,20240312,DLR-05,CON-00035,Referral,Qualified,VHL-034,REP-21,2.2,False,,,,19,South
LD-10333,20230917,DLR-05,CON-03382,Web Form,Lost,VHL-029,REP-01,16.08,False,,,No Response,43,South
LD-10334,20230708,DLR-01,CON-01435,Phone Inbound,Qualified,VHL-012,REP-13,0.23,False,,,,30,North
LD-10335,20230502,DLR-05,CON-04176,Web Form,New,VHL-019,REP-23,9.3,False,,,,23,South
LD-10336,20240212,DLR-09,CON-01219,Web Form,Lost,VHL-014,REP-19,8.23,False,,,No Response,31,East
LD-10337,20240918,DLR-02,CON-04190,Phone Inbound,New,VHL-014,REP-21,0.13,False,,,,22,North
LD-10338,20230910,DLR-08,CON-02566,Web Form,Converted,VHL-042,REP-08,14.99,True,20230910.0,OPP-03646,,40,East
LD-10339,20240408,DLR-11,CON-00148,Web Form,Working,VHL-017,REP-17,6.39,False,,,,26,West
LD-10340,20240815,DLR-03,CON-00438,Web Form,Converted,VHL-018,REP-03,3.99,True,20240815.0,OPP-02267,,39,North
LD-10341,20240615,DLR-01,CON-03401,Web Form,Working,VHL-038,REP-18,6.7,False,,,,2,North
LD-10342,20241103,DLR-12,CON-05281,Campaign,Lost,VHL-045,REP-09,3.98,False,,,Price,54,West
LD-10343,20241203,DLR-07,CON-01766,Walk-in,Converted,VHL-006,REP-10,0.3,True,20241203.0,OPP-01775,,36,East
LD-10344,20240914,DLR-01,CON-02262,Phone Inbound,Converted,VHL-006,REP-04,0.1,True,20240914.0,OPP-01008,,27,North
LD-10345,20240524,DLR-06,CON-01632,Referral,Qualified,VHL-040,REP-05,3.93,False,,,,27,South
LD-10346,20240513,DLR-05,CON-03220,Referral,Lost,VHL-017,REP-22,1.99,False,,,Price,35,South
LD-10347,20240926,DLR-01,CON-04092,Referral,New,VHL-004,REP-15,4.33,False,,,,17,North
LD-10348,20241113,DLR-03,CON-01477,Referral,Converted,VHL-034,REP-05,5.1,True,20241113.0,OPP-00483,,1,North
LD-10349,20230406,DLR-06,CON-01231,Campaign,Qualified,VHL-013,REP-09,31.81,False,,,,28,South
LD-10350,20230326,DLR-02,CON-04639,Campaign,Working,VHL-016,REP-05,21.85,False,,,,14,North
LD-10351,20241229,DLR-10,CON-00761,Walk-in,Converted,VHL-033,REP-12,0.54,True,20241229.0,OPP-03506,,20,West
LD-10352,20230318,DLR-12,CON-04077,Phone Inbound,Converted,VHL-015,REP-05,0.1,True,20230318.0,OPP-01542,,26,West
LD-10353,20230110,DLR-02,CON-02382,Walk-in,Qualified,VHL-038,REP-23,0.46,False,,,,26,North
LD-10354,20230523,DLR-09,CON-02165,Phone Inbound,Lost,VHL-018,REP-12,0.12,False,,,Other,27,East
LD-10355,20240424,DLR-07,CON-05547,Phone Inbound,New,VHL-014,REP-04,0.35,False,,,,6,East
LD-10356,20240501,DLR-03,CON-05057,Campaign,Lost,VHL-039,REP-07,49.73,False,,,Price,48,North
LD-10357,20231226,DLR-01,CON-00337,Referral,Converted,VHL-004,REP-12,3.75,True,20231226.0,OPP-03668,,28,North
LD-10358,20231115,DLR-07,CON-05394,Walk-in,Converted,VHL-026,REP-07,0.1,True,20231115.0,OPP-01264,,45,East
LD-10359,20230829,DLR-11,CON-00505,Walk-in,Lost,VHL-005,REP-02,0.39,False,,,Bought Elsewhere,60,West
LD-10360,20240311,DLR-05,CON-04377,Campaign,Lost,VHL-044,REP-06,25.22,False,,,No Response,57,South
LD-10361,20230921,DLR-12,CON-03350,Web Form,Working,VHL-041,REP-13,8.85,False,,,,4,West
LD-10362,20240509,DLR-08,CON-01211,Campaign,Qualified,VHL-009,REP-07,16.69,False,,,,3,East
LD-10363,20241124,DLR-11,CON-05327,Web Form,Working,VHL-035,REP-17,9.48,False,,,,17,West
LD-10364,20241014,DLR-11,CON-03512,Web Form,Lost,VHL-001,REP-10,3.53,False,,,No Budget,49,West
LD-10365,20230130,DLR-04,CON-00069,Web Form,Converted,VHL-032,REP-15,4.72,True,20230130.0,OPP-00829,,26,South
LD-10366,20240615,DLR-09,CON-03742,Referral,Working,VHL-023,REP-02,3.97,False,,,,25,East
LD-10367,20240707,DLR-11,CON-01201,Campaign,Lost,VHL-045,REP-17,13.84,False,,,Other,24,West
LD-10368,20240809,DLR-01,CON-01144,Campaign,Qualified,VHL-021,REP-15,29.38,False,,,,17,North
LD-10369,20230930,DLR-10,CON-03905,Referral,Converted,VHL-010,REP-12,0.95,True,20230930.0,OPP-04449,,2,West
LD-10370,20240127,DLR-05,CON-00705,Walk-in,Lost,VHL-030,REP-06,1.03,False,,,Bought Elsewhere,24,South
LD-10371,20241021,DLR-10,CON-03010,Social Media,Lost,VHL-042,REP-11,26.71,False,,,No Response,13,West
LD-10372,20230716,DLR-09,CON-02995,Web Form,Lost,VHL-011,REP-04,7.61,False,,,No Response,46,East
LD-10373,20230228,DLR-06,CON-02842,Phone Inbound,Qualified,VHL-039,REP-23,0.3,False,,,,22,South
LD-10374,20230719,DLR-12,CON-02019,Web Form,Working,VHL-018,REP-04,6.24,False,,,,13,West
LD-10375,20240513,DLR-10,CON-04412,Web Form,Working,VHL-039,REP-24,9.07,False,,,,19,West
LD-10376,20230913,DLR-05,CON-02928,Web Form,Working,VHL-045,REP-14,10.8,False,,,,12,South
LD-10377,20231005,DLR-04,CON-04718,Referral,Working,VHL-040,REP-13,4.44,False,,,,15,South
LD-10378,20241114,DLR-11,CON-05129,Campaign,New,VHL-043,REP-11,31.91,False,,,,14,West
LD-10379,20241204,DLR-10,CON-00790,Referral,Converted,VHL-012,REP-01,2.74,True,20241204.0,OPP-02116,,9,West
LD-10380,20230925,DLR-07,CON-03083,Walk-in,Converted,VHL-013,REP-16,0.46,True,20230925.0,OPP-03549,,6,East
LD-10381,20231027,DLR-09,CON-03904,Walk-in,Converted,VHL-002,REP-19,1.2,True,20231027.0,OPP-03363,,10,East
LD-10382,20241223,DLR-07,CON-05733,Referral,Qualified,VHL-030,REP-04,4.42,False,,,,17,East
LD-10383,20230404,DLR-10,CON-04021,Web Form,New,VHL-007,REP-07,4.81,False,,,,29,West
LD-10384,20240730,DLR-08,CON-00581,Referral,Converted,VHL-043,REP-12,3.15,True,20240730.0,OPP-03490,,14,East
LD-10385,20230411,DLR-02,CON-04450,Referral,Converted,VHL-032,REP-21,2.5,True,20230411.0,OPP-01901,,27,North
LD-10386,20230623,DLR-03,CON-03947,Walk-in,Converted,VHL-020,REP-06,0.46,True,20230623.0,OPP-01878,,26,North
LD-10387,20230205,DLR-10,CON-00908,Web Form,Lost,VHL-010,REP-22,3.58,False,,,Price,19,West
LD-10388,20241224,DLR-08,CON-05068,Phone Inbound,Working,VHL-027,REP-17,0.19,False,,,,19,East
LD-10389,20230620,DLR-02,CON-03665,Web Form,Lost,VHL-041,REP-09,15.75,False,,,No Budget,31,North
LD-10390,20240604,DLR-03,CON-00108,Web Form,Qualified,VHL-014,REP-04,10.82,False,,,,9,North
LD-10391,20240504,DLR-09,CON-00202,Phone Inbound,Lost,VHL-025,REP-03,0.1,False,,,Bought Elsewhere,16,East
LD-10392,20240112,DLR-07,CON-05117,Campaign,Converted,VHL-019,REP-16,36.17,True,20240112.0,OPP-03696,,14,East
LD-10393,20241022,DLR-10,CON-04339,Web Form,Qualified,VHL-023,REP-13,12.86,False,,,,11,West
LD-10394,20230925,DLR-12,CON-03476,Phone Inbound,Lost,VHL-021,REP-22,0.2,False,,,Bought Elsewhere,26,West
LD-10395,20230104,DLR-10,CON-01455,Web Form,Qualified,VHL-013,REP-07,11.37,False,,,,4,West
LD-10396,20230822,DLR-10,CON-01004,Walk-in,Lost,VHL-015,REP-23,0.24,False,,,Bought Elsewhere,15,West
LD-10397,20230314,DLR-03,CON-04869,Campaign,Working,VHL-009,REP-17,19.3,False,,,,26,North
LD-10398,20230304,DLR-10,CON-00301,Social Media,Converted,VHL-032,REP-24,53.98,True,20230304.0,OPP-04102,,26,West
LD-10399,20231205,DLR-06,CON-01294,Walk-in,Qualified,VHL-024,REP-23,0.42,False,,,,12,South
LD-10400,20230507,DLR-01,CON-00122,Campaign,Qualified,VHL-033,REP-16,5.3,False,,,,6,North
LD-10401,20240617,DLR-02,CON-00770,Referral,Lost,VHL-008,REP-04,2.91,False,,,Price,42,North
LD-10402,20240725,DLR-12,CON-02490,Referral,Qualified,VHL-004,REP-12,2.88,False,,,,15,West
LD-10403,20230615,DLR-10,CON-04998,Campaign,Lost,VHL-034,REP-13,35.98,False,,,Price,35,West
LD-10404,20240623,DLR-10,CON-01458,Campaign,Qualified,VHL-044,REP-02,24.14,False,,,,5,West
LD-10405,20230710,DLR-06,CON-00119,Social Media,Lost,VHL-013,REP-21,30.94,False,,,Bought Elsewhere,31,South
LD-10406,20241121,DLR-04,CON-02837,Campaign,Working,VHL-039,REP-24,34.45,False,,,,29,South
LD-10407,20240328,DLR-03,CON-01448,Web Form,Lost,VHL-023,REP-07,8.98,False,,,Bought Elsewhere,20,North
LD-10408,20240117,DLR-09,CON-01191,Social Media,Lost,VHL-044,REP-09,27.0,False,,,No Budget,55,East
LD-10409,20230401,DLR-02,CON-05295,Referral,Lost,VHL-003,REP-03,4.73,False,,,Bought Elsewhere,15,North
LD-10410,20240229,DLR-01,CON-05174,Walk-in,Qualified,VHL-031,REP-12,0.56,False,,,,12,North
LD-10411,20240409,DLR-04,CON-05432,Web Form,Lost,VHL-012,REP-05,8.51,False,,,No Response,43,South
LD-10412,20241103,DLR-03,CON-01565,Campaign,New,VHL-010,REP-18,25.78,False,,,,22,North
LD-10413,20230129,DLR-09,CON-04435,Referral,Working,VHL-004,REP-14,1.39,False,,,,13,East
LD-10414,20241201,DLR-03,CON-00634,Social Media,Lost,VHL-043,REP-07,29.67,False,,,Other,46,North
LD-10415,20230323,DLR-03,CON-04607,Walk-in,Converted,VHL-011,REP-06,0.5,True,20230323.0,OPP-02660,,28,North
LD-10416,20230623,DLR-07,CON-04915,Web Form,Lost,VHL-029,REP-04,7.72,False,,,Price,21,East
LD-10417,20230925,DLR-02,CON-01986,Web Form,Working,VHL-014,REP-02,13.59,False,,,,2,North
LD-10418,20230220,DLR-01,CON-00658,Web Form,Lost,VHL-003,REP-24,9.37,False,,,No Budget,48,North
LD-10419,20230320,DLR-05,CON-02095,Campaign,Lost,VHL-015,REP-10,32.55,False,,,Other,17,South
LD-10420,20240226,DLR-06,CON-03172,Web Form,Lost,VHL-008,REP-07,8.54,False,,,Bought Elsewhere,25,South
LD-10421,20230518,DLR-04,CON-04167,Web Form,Lost,VHL-030,REP-11,12.73,False,,,No Response,53,South
LD-10422,20240924,DLR-02,CON-01412,Web Form,Lost,VHL-039,REP-10,10.09,False,,,No Response,48,North
LD-10423,20230131,DLR-03,CON-02506,Web Form,Lost,VHL-044,REP-04,8.55,False,,,Bought Elsewhere,32,North
LD-10424,20230916,DLR-09,CON-05520,Web Form,New,VHL-030,REP-07,8.45,False,,,,8,East
LD-10425,20230914,DLR-12,CON-02900,Referral,Working,VHL-027,REP-06,1.57,False,,,,15,West
LD-10426,20241209,DLR-09,CON-01611,Referral,Lost,VHL-011,REP-03,3.76,False,,,No Response,29,East
LD-10427,20241009,DLR-08,CON-01216,Web Form,Lost,VHL-025,REP-11,8.34,False,,,No Response,11,East
LD-10428,20240922,DLR-06,CON-00533,Web Form,Lost,VHL-026,REP-12,6.49,False,,,No Response,5,South
LD-10429,20231208,DLR-12,CON-01195,Referral,Converted,VHL-029,REP-08,4.66,True,20231208.0,OPP-03439,,22,West
LD-10430,20230209,DLR-03,CON-00818,Web Form,Converted,VHL-032,REP-05,3.5,True,20230209.0,OPP-02642,,39,North
LD-10431,20240117,DLR-09,CON-01066,Referral,New,VHL-015,REP-23,2.37,False,,,,8,East
LD-10432,20230401,DLR-05,CON-02105,Web Form,Lost,VHL-010,REP-20,12.61,False,,,No Response,10,South
LD-10433,20241125,DLR-03,CON-02772,Web Form,Converted,VHL-014,REP-22,9.76,True,20241125.0,OPP-03747,,1,North
LD-10434,20240802,DLR-03,CON-01843,Walk-in,Lost,VHL-010,REP-10,0.49,False,,,Price,57,North
LD-10435,20230702,DLR-06,CON-00832,Web Form,Lost,VHL-013,REP-22,9.5,False,,,No Budget,35,South
LD-10436,20231122,DLR-05,CON-04331,Walk-in,Converted,VHL-001,REP-02,0.55,True,20231122.0,OPP-04215,,12,South
LD-10437,20240924,DLR-10,CON-05316,Campaign,New,VHL-017,REP-10,8.83,False,,,,18,West
LD-10438,20240521,DLR-03,CON-01632,Walk-in,Converted,VHL-013,REP-24,0.4,True,20240521.0,OPP-01333,,6,North
LD-10439,20230914,DLR-03,CON-04244,Social Media,Lost,VHL-012,REP-07,55.4,False,,,No Response,27,North
LD-10440,20240529,DLR-07,CON-01408,Phone Inbound,Converted,VHL-026,REP-21,0.15,True,20240529.0,OPP-01521,,25,East
LD-10441,20230209,DLR-08,CON-04271,Walk-in,Lost,VHL-029,REP-05,0.4,False,,,Price,51,East
LD-10442,20240715,DLR-08,CON-05198,Phone Inbound,Converted,VHL-004,REP-10,0.17,True,20240715.0,OPP-04467,,11,East
LD-10443,20231223,DLR-04,CON-00076,Social Media,Lost,VHL-044,REP-02,34.96,False,,,Price,11,South
LD-10444,20240728,DLR-12,CON-03023,Referral,Converted,VHL-024,REP-08,2.13,True,20240728.0,OPP-02247,,15,West
LD-10445,20230228,DLR-08,CON-05260,Phone Inbound,Lost,VHL-016,REP-15,0.32,False,,,No Budget,35,East
LD-10446,20230907,DLR-11,CON-03410,Walk-in,Converted,VHL-001,REP-07,0.56,True,20230907.0,OPP-03734,,25,West
LD-10447,20240919,DLR-04,CON-02825,Web Form,Lost,VHL-037,REP-19,11.59,False,,,Bought Elsewhere,29,South
LD-10448,20240406,DLR-04,CON-00831,Web Form,Converted,VHL-030,REP-11,4.3,True,20240406.0,OPP-00067,,34,South
LD-10449,20230312,DLR-06,CON-01109,Web Form,Lost,VHL-007,REP-14,7.14,False,,,No Response,37,South
LD-10450,20231024,DLR-03,CON-00852,Web Form,Working,VHL-008,REP-19,7.6,False,,,,23,North
LD-10451,20230712,DLR-04,CON-02275,Web Form,Converted,VHL-006,REP-17,10.32,True,20230712.0,OPP-01762,,39,South
LD-10452,20230312,DLR-07,CON-04437,Campaign,Working,VHL-026,REP-02,16.07,False,,,,27,East
LD-10453,20230530,DLR-12,CON-00586,Walk-in,Converted,VHL-014,REP-22,0.77,True,20230530.0,OPP-00689,,34,West
LD-10454,20230711,DLR-07,CON-04092,Walk-in,Converted,VHL-031,REP-15,0.86,True,20230711.0,OPP-01012,,2,East
LD-10455,20240927,DLR-11,CON-04797,Campaign,Lost,VHL-016,REP-07,14.11,False,,,No Response,60,West
LD-10456,20231126,DLR-03,CON-02984,Walk-in,Converted,VHL-031,REP-07,0.35,True,20231126.0,OPP-04308,,39,North
LD-10457,20230927,DLR-03,CON-04537,Social Media,New,VHL-021,REP-19,29.62,False,,,,12,North
LD-10458,20241227,DLR-09,CON-05365,Web Form,New,VHL-010,REP-01,19.03,False,,,,0,East
LD-10459,20230615,DLR-07,CON-03831,Social Media,Converted,VHL-021,REP-18,30.84,True,20230615.0,OPP-03379,,35,East
LD-10460,20230506,DLR-04,CON-04011,Walk-in,Lost,VHL-030,REP-20,1.0,False,,,No Budget,60,South
LD-10461,20240406,DLR-12,CON-01674,Referral,Converted,VHL-005,REP-23,1.1,True,20240406.0,OPP-03029,,34,West
LD-10462,20240927,DLR-07,CON-02658,Campaign,Working,VHL-031,REP-10,14.1,False,,,,12,East
LD-10463,20240116,DLR-08,CON-05737,Walk-in,Converted,VHL-015,REP-21,0.29,True,20240116.0,OPP-04057,,31,East
LD-10464,20230729,DLR-04,CON-04403,Web Form,Lost,VHL-030,REP-23,5.12,False,,,No Response,49,South
LD-10465,20230314,DLR-10,CON-01768,Web Form,Lost,VHL-037,REP-20,7.43,False,,,No Response,46,West
LD-10466,20231103,DLR-09,CON-03427,Campaign,Converted,VHL-012,REP-04,16.91,True,20231103.0,OPP-00514,,16,East
LD-10467,20231224,DLR-05,CON-04101,Referral,New,VHL-035,REP-15,1.77,False,,,,15,South
LD-10468,20240316,DLR-03,CON-01636,Walk-in,Converted,VHL-036,REP-10,0.85,True,20240316.0,OPP-01016,,6,North
LD-10469,20240111,DLR-11,CON-04830,Walk-in,Qualified,VHL-042,REP-12,0.87,False,,,,0,West
LD-10470,20230214,DLR-01,CON-01847,Phone Inbound,Converted,VHL-034,REP-01,0.39,True,20230214.0,OPP-02347,,7,North
LD-10471,20241129,DLR-05,CON-05179,Walk-in,Working,VHL-019,REP-13,0.66,False,,,,5,South
LD-10472,20240223,DLR-10,CON-04758,Web Form,Lost,VHL-022,REP-19,8.87,False,,,Bought Elsewhere,48,West
LD-10473,20230806,DLR-04,CON-04971,Social Media,Qualified,VHL-011,REP-03,30.04,False,,,,26,South
LD-10474,20240317,DLR-01,CON-03361,Referral,Qualified,VHL-045,REP-24,1.57,False,,,,26,North
LD-10475,20230129,DLR-06,CON-00750,Web Form,Working,VHL-021,REP-13,9.95,False,,,,3,South
LD-10476,20240819,DLR-04,CON-04984,Phone Inbound,New,VHL-039,REP-10,0.1,False,,,,1,South
LD-10477,20240520,DLR-04,CON-05356,Web Form,Working,VHL-004,REP-07,4.52,False,,,,5,South
LD-10478,20240201,DLR-12,CON-00776,Referral,Lost,VHL-036,REP-22,4.73,False,,,Bought Elsewhere,24,West
LD-10479,20241106,DLR-06,CON-00125,Phone Inbound,Working,VHL-037,REP-10,0.54,False,,,,22,South
LD-10480,20240426,DLR-06,CON-02955,Campaign,New,VHL-027,REP-19,27.93,False,,,,28,South
LD-10481,20230516,DLR-05,CON-02604,Campaign,Qualified,VHL-016,REP-04,35.06,False,,,,7,South
LD-10482,20230802,DLR-06,CON-03433,Referral,Converted,VHL-019,REP-21,2.63,True,20230802.0,OPP-00879,,31,South
LD-10483,20230523,DLR-10,CON-05055,Web Form,Converted,VHL-039,REP-13,3.15,True,20230523.0,OPP-04476,,16,West
LD-10484,20230430,DLR-02,CON-00742,Referral,Qualified,VHL-010,REP-04,3.92,False,,,,0,North
LD-10485,20230711,DLR-10,CON-03449,Web Form,Qualified,VHL-023,REP-01,10.78,False,,,,6,West
LD-10486,20230512,DLR-03,CON-02052,Walk-in,Working,VHL-007,REP-21,0.52,False,,,,1,North
LD-10487,20240320,DLR-09,CON-01333,Social Media,New,VHL-031,REP-14,33.09,False,,,,15,East
LD-10488,20240510,DLR-07,CON-02353,Web Form,Lost,VHL-010,REP-02,12.35,False,,,Price,15,East
LD-10489,20241226,DLR-02,CON-05497,Web Form,Lost,VHL-030,REP-16,4.56,False,,,Bought Elsewhere,9,North
LD-10490,20230924,DLR-09,CON-00727,Web Form,Qualified,VHL-028,REP-11,5.4,False,,,,17,East
LD-10491,20231120,DLR-07,CON-03908,Web Form,Lost,VHL-017,REP-22,4.47,False,,,No Response,14,East
LD-10492,20241005,DLR-11,CON-03829,Walk-in,Converted,VHL-040,REP-16,0.53,True,20241005.0,OPP-02093,,25,West
LD-10493,20240918,DLR-12,CON-03029,Referral,Converted,VHL-023,REP-03,1.37,True,20240918.0,OPP-00019,,19,West
LD-10494,20230213,DLR-03,CON-04514,Campaign,Working,VHL-040,REP-05,17.16,False,,,,14,North
LD-10495,20230903,DLR-07,CON-03326,Campaign,Working,VHL-036,REP-22,16.94,False,,,,30,East
LD-10496,20240326,DLR-12,CON-02359,Walk-in,Converted,VHL-024,REP-11,0.42,True,20240326.0,OPP-00426,,5,West
LD-10497,20240921,DLR-08,CON-02812,Campaign,Working,VHL-021,REP-19,9.13,False,,,,18,East
LD-10498,20240425,DLR-02,CON-02858,Walk-in,Working,VHL-029,REP-01,0.53,False,,,,13,North
LD-10499,20230808,DLR-12,CON-04970,Social Media,Working,VHL-023,REP-13,50.97,False,,,,0,West
LD-10500,20240106,DLR-11,CON-02414,Web Form,Lost,VHL-015,REP-24,9.04,False,,,Other,38,West
LD-10501,20230608,DLR-08,CON-04740,Web Form,Lost,VHL-001,REP-23,14.67,False,,,No Budget,60,East
LD-10502,20241017,DLR-09,CON-04490,Campaign,Lost,VHL-014,REP-17,37.34,False,,,No Budget,18,East
LD-10503,20240907,DLR-10,CON-03977,Web Form,Lost,VHL-008,REP-24,11.61,False,,,Price,45,West
LD-10504,20240904,DLR-10,CON-02477,Social Media,Working,VHL-036,REP-01,36.9,False,,,,6,West
LD-10505,20230905,DLR-11,CON-00726,Phone Inbound,Converted,VHL-034,REP-14,0.25,True,20230905.0,OPP-03955,,26,West
LD-10506,20240721,DLR-08,CON-04587,Walk-in,Working,VHL-036,REP-02,0.73,False,,,,26,East
LD-10507,20240923,DLR-07,CON-03424,Campaign,New,VHL-007,REP-15,20.08,False,,,,20,East
LD-10508,20230118,DLR-02,CON-05060,Web Form,Converted,VHL-016,REP-20,0.97,True,20230118.0,OPP-00886,,4,North
LD-10509,20230116,DLR-05,CON-02592,Web Form,Qualified,VHL-003,REP-03,10.47,False,,,,9,South
LD-10510,20241030,DLR-05,CON-00001,Campaign,Converted,VHL-002,REP-20,12.69,True,20241030.0,OPP-00162,,30,South
LD-10511,20230330,DLR-08,CON-01321,Web Form,Working,VHL-020,REP-05,4.65,False,,,,11,East
LD-10512,20231018,DLR-11,CON-05393,Referral,New,VHL-002,REP-11,3.0,False,,,,4,West
LD-10513,20240811,DLR-01,CON-03265,Social Media,Lost,VHL-030,REP-19,34.86,False,,,No Response,13,North
LD-10514,20240228,DLR-06,CON-02798,Web Form,Working,VHL-025,REP-09,2.85,False,,,,0,South
LD-10515,20241118,DLR-02,CON-03665,Referral,New,VHL-024,REP-20,3.25,False,,,,3,North
LD-10516,20240825,DLR-10,CON-00034,Campaign,Lost,VHL-033,REP-02,33.66,False,,,Other,39,West
LD-10517,20240613,DLR-11,CON-00358,Web Form,Qualified,VHL-023,REP-03,3.99,False,,,,16,West
LD-10518,20241023,DLR-06,CON-04150,Walk-in,Lost,VHL-045,REP-03,0.88,False,,,Price,42,South
LD-10519,20240421,DLR-08,CON-01342,Web Form,Lost,VHL-021,REP-17,2.26,False,,,No Response,28,East
LD-10520,20240111,DLR-07,CON-02867,Web Form,Working,VHL-029,REP-07,16.97,False,,,,17,East
