opportunity_id,lead_id,account_id,contact_id,vehicle_id,dealer_id,stage,deal_value_eur,discount_pct,net_revenue_eur,close_date_key,sales_cycle_days,lost_reason,probability_pct
OPP-02840,LD-14521,ACC-00662,CON-03592,VHL-027,DLR-10,Closed Won,47000.0,8.96,42788.8,20241101.0,25,,100
OPP-02841,LD-01763,ACC-02265,CON-02645,VHL-002,DLR-03,Closed Lost,22000.0,5.32,20829.6,20231216.0,20,Delay,0
OPP-02842,LD-03438,ACC-03093,CON-02503,VHL-021,DLR-04,Closed Lost,38000.0,2.9,36898.0,20240627.0,8,No Decision,0
OPP-02843,LD-12997,ACC-00174,CON-05140,VHL-017,DLR-06,Proposal,27000.0,5.68,25466.4,,38,,50
OPP-02844,LD-04467,ACC-02587,CON-05368,VHL-041,DLR-09,Proposal,48000.0,2.81,46651.2,,32,,50
OPP-02845,LD-04722,ACC-03072,CON-04534,VHL-020,DLR-08,Closed Won,25000.0,4.73,23817.5,20240612.0,24,,100
OPP-02846,LD-08664,ACC-00538,CON-00632,VHL-008,DLR-02,Proposal,52000.0,7.49,48105.2,,32,,50
OPP-02847,LD-00148,ACC-00314,CON-03390,VHL-022,DLR-04,Closed Won,41000.0,10.39,36740.1,20230612.0,12,,100
OPP-02848,LD-03616,ACC-00083,CON-01134,VHL-009,DLR-12,Qualified,35000.0,7.05,32532.5,,33,,25
OPP-02849,LD-03647,ACC-00392,CON-03461,VHL-002,DLR-12,Qualified,22000.0,7.81,20281.8,,16,,25
OPP-02850,LD-15533,ACC-02481,CON-02837,VHL-039,DLR-10,Closed Won,58000.0,6.55,54201.0,20241114.0,30,,100
OPP-02851,LD-05255,ACC-02099,CON-01442,VHL-023,DLR-10,Closed Won,52000.0,9.56,47028.8,20240113.0,34,,100
OPP-02852,LD-05770,ACC-00831,CON-01610,VHL-023,DLR-04,Closed Won,52000.0,5.22,49285.6,20231219.0,36,,100
OPP-02853,LD-00154,ACC-01543,CON-05681,VHL-018,DLR-11,Qualified,35000.0,10.25,31412.5,,37,,25
OPP-02854,LD-05512,ACC-02298,CON-02313,VHL-039,DLR-02,Negotiation,58000.0,1.56,57095.2,,44,,75
OPP-02855,LD-11207,ACC-01567,CON-05254,VHL-004,DLR-12,Negotiation,32000.0,3.99,30723.2,,22,,75
OPP-02856,LD-00618,ACC-01527,CON-02256,VHL-039,DLR-08,Qualified,58000.0,3.98,55691.6,,43,,25
OPP-02857,LD-05034,ACC-00918,CON-02373,VHL-025,DLR-06,Closed Won,69000.0,8.93,62838.3,20230517.0,35,,100
OPP-02858,LD-13431,ACC-01832,CON-03078,VHL-016,DLR-11,Closed Won,19000.0,2.72,18483.2,20230128.0,21,,100
OPP-02859,LD-15808,ACC-01362,CON-00226,VHL-024,DLR-10,Closed Won,24000.0,7.57,22183.2,20241228.0,26,,100
OPP-02860,LD-15219,ACC-00391,CON-00243,VHL-011,DLR-08,Proposal,34000.0,6.41,31820.6,,12,,50
OPP-02861,LD-14334,ACC-02431,CON-00191,VHL-033,DLR-11,Closed Won,28000.0,4.37,26776.4,20231026.0,38,,100
OPP-02862,LD-09632,ACC-02144,CON-01715,VHL-012,DLR-04,Negotiation,70000.0,2.99,67907.0,,37,,75
OPP-02863,LD-11647,ACC-00242,CON-02973,VHL-022,DLR-10,Closed Won,41000.0,7.6,37884.0,20240710.0,21,,100
OPP-02864,LD-06073,ACC-03034,CON-04681,VHL-042,DLR-12,Closed Won,62000.0,2.76,60288.8,20240216.0,37,,100
OPP-02865,LD-04797,ACC-02823,CON-02463,VHL-040,DLR-04,Closed Won,68000.0,2.05,66606.0,20240823.0,38,,100
OPP-02866,LD-05125,ACC-01099,CON-01559,VHL-007,DLR-03,Closed Won,39000.0,5.25,36952.5,20230803.0,7,,100
OPP-02867,LD-07139,ACC-02235,CON-04818,VHL-018,DLR-02,Closed Won,35000.0,9.3,31745.0,20240617.0,38,,100
OPP-02868,LD-02252,ACC-01319,CON-02093,VHL-035,DLR-11,Closed Won,16000.0,11.14,14217.6,20231221.0,22,,100
OPP-02869,LD-12469,ACC-00431,CON-04521,VHL-029,DLR-05,Closed Won,37000.0,6.85,34465.5,20241209.0,12,,100
OPP-02870,LD-07519,ACC-03101,CON-05707,VHL-027,DLR-02,Closed Won,47000.0,3.2,45496.0,20230812.0,15,,100
OPP-02871,LD-03357,ACC-00681,CON-01515,VHL-016,DLR-04,Qualified,19000.0,6.66,17734.6,,14,,25
OPP-02872,LD-02966,ACC-00160,CON-01567,VHL-020,DLR-08,Proposal,25000.0,9.46,22635.0,,14,,50
OPP-02873,LD-00567,ACC-02149,CON-03310,VHL-037,DLR-08,Closed Lost,45000.0,5.46,42543.0,20230806.0,58,Price,0
OPP-02874,LD-00012,ACC-00038,CON-04789,VHL-028,DLR-05,Closed Won,51000.0,7.42,47215.8,20230726.0,32,,100
OPP-02875,LD-12157,ACC-02949,CON-03663,VHL-024,DLR-01,Negotiation,24000.0,5.98,22564.8,,25,,75
OPP-02876,LD-14452,ACC-02520,CON-05555,VHL-035,DLR-10,Closed Lost,16000.0,9.94,14409.6,20230215.0,27,No Decision,0
OPP-02877,LD-03217,ACC-02144,CON-01277,VHL-002,DLR-04,Closed Won,22000.0,3.33,21267.4,20231103.0,25,,100
OPP-02878,LD-09797,ACC-02128,CON-04928,VHL-025,DLR-06,Closed Won,69000.0,9.73,62286.3,20230930.0,30,,100
OPP-02879,LD-08934,ACC-01353,CON-02165,VHL-006,DLR-02,Closed Won,36000.0,5.78,33919.2,20230610.0,20,,100
OPP-02880,LD-15027,ACC-00673,CON-03464,VHL-038,DLR-08,Closed Lost,52000.0,7.48,48110.4,20230319.0,26,Price,0
OPP-02881,LD-05904,ACC-00735,CON-04804,VHL-042,DLR-05,Closed Won,62000.0,1.07,61336.6,20230503.0,44,,100
OPP-02882,LD-06593,ACC-01278,CON-03217,VHL-027,DLR-09,Proposal,47000.0,3.04,45571.2,,7,,50
OPP-02883,LD-07075,ACC-02203,CON-03869,VHL-044,DLR-04,Closed Won,71000.0,2.39,69303.1,20240229.0,24,,100
OPP-02884,LD-03815,ACC-02435,CON-04757,VHL-022,DLR-06,Closed Won,41000.0,3.35,39626.5,20231102.0,36,,100
OPP-02885,LD-05718,ACC-00926,CON-00094,VHL-042,DLR-04,Proposal,62000.0,3.1,60078.0,,53,,50
OPP-02886,LD-09796,ACC-01125,CON-02092,VHL-011,DLR-02,Closed Won,34000.0,2.11,33282.6,20241029.0,19,,100
OPP-02887,LD-10746,ACC-02394,CON-01839,VHL-011,DLR-06,Negotiation,34000.0,8.38,31150.8,,34,,75
OPP-02888,LD-00207,ACC-01044,CON-00551,VHL-016,DLR-03,Closed Won,19000.0,5.81,17896.1,20240605.0,32,,100
OPP-02889,LD-06667,ACC-00318,CON-01011,VHL-041,DLR-11,Closed Won,48000.0,5.49,45364.8,20241224.0,30,,100
OPP-02890,LD-07070,ACC-01147,CON-04739,VHL-014,DLR-11,Closed Won,33000.0,2.82,32069.4,20240926.0,20,,100
OPP-02891,LD-12524,ACC-02140,CON-02017,VHL-035,DLR-01,Proposal,16000.0,7.01,14878.4,,15,,50
OPP-02892,LD-09232,ACC-02358,CON-01711,VHL-035,DLR-05,Closed Won,16000.0,9.39,14497.6,20240410.0,28,,100
OPP-02893,LD-10041,ACC-03020,CON-02418,VHL-001,DLR-04,Closed Won,18000.0,6.74,16786.8,20230815.0,24,,100
OPP-02894,LD-11881,ACC-00858,CON-04516,VHL-040,DLR-12,Closed Lost,68000.0,7.02,63226.4,20240914.0,48,Competitor,0
OPP-02895,LD-12045,ACC-02519,CON-01956,VHL-018,DLR-02,Closed Won,35000.0,11.4,31010.0,20230601.0,12,,100
OPP-02896,LD-03124,ACC-01325,CON-03265,VHL-040,DLR-12,Proposal,68000.0,1.99,66646.8,,18,,50
OPP-02897,LD-15181,ACC-02096,CON-03469,VHL-028,DLR-06,Qualified,51000.0,10.26,45767.4,,15,,25
OPP-02898,LD-05156,ACC-01340,CON-02632,VHL-029,DLR-11,Closed Won,37000.0,6.33,34657.9,20240304.0,37,,100
OPP-02899,LD-14381,ACC-02295,CON-00884,VHL-007,DLR-06,Negotiation,39000.0,7.32,36145.2,,22,,75
OPP-02900,LD-11024,ACC-01455,CON-05217,VHL-041,DLR-03,Closed Won,48000.0,6.42,44918.4,20240808.0,48,,100
OPP-02901,LD-05947,ACC-00321,CON-01621,VHL-038,DLR-01,Negotiation,52000.0,4.13,49852.4,,51,,75
OPP-02902,LD-05900,ACC-02596,CON-04498,VHL-030,DLR-08,Closed Lost,31000.0,11.76,27354.4,20230801.0,17,No Decision,0
OPP-02903,LD-02943,ACC-02008,CON-00553,VHL-025,DLR-05,Closed Won,69000.0,10.06,62058.6,20231006.0,35,,100
OPP-02904,LD-09418,ACC-02286,CON-00652,VHL-013,DLR-06,Closed Won,28000.0,4.0,26880.0,20241231.0,14,,100
OPP-02905,LD-08369,ACC-00104,CON-01532,VHL-041,DLR-07,Closed Lost,48000.0,6.87,44702.4,20230308.0,29,No Decision,0
OPP-02906,LD-06893,ACC-02984,CON-00808,VHL-045,DLR-06,Closed Won,85000.0,6.4,79560.0,20240209.0,40,,100
OPP-02907,LD-03997,ACC-01567,CON-03416,VHL-028,DLR-12,Closed Won,51000.0,8.05,46894.5,20230305.0,19,,100
OPP-02908,LD-12088,ACC-00803,CON-01136,VHL-031,DLR-07,Closed Won,45000.0,10.9,40095.0,20240422.0,7,,100
OPP-02909,LD-04905,ACC-02402,CON-02834,VHL-005,DLR-11,Closed Won,30000.0,6.21,28137.0,20231012.0,7,,100
OPP-02910,LD-05411,ACC-01040,CON-02870,VHL-008,DLR-07,Negotiation,52000.0,2.66,50616.8,,30,,75
OPP-02911,LD-03064,ACC-00138,CON-03225,VHL-033,DLR-02,Closed Won,28000.0,2.62,27266.4,20240525.0,24,,100
OPP-02912,LD-10823,ACC-00180,CON-01555,VHL-001,DLR-10,Closed Won,18000.0,7.13,16716.6,20230303.0,32,,100
OPP-02913,LD-10914,ACC-02562,CON-00073,VHL-036,DLR-03,Closed Lost,39000.0,7.34,36137.4,20241216.0,35,Competitor,0
OPP-02914,LD-07793,ACC-02489,CON-02310,VHL-016,DLR-09,Closed Won,19000.0,2.77,18473.7,20230813.0,37,,100
OPP-02915,LD-12537,ACC-03072,CON-02370,VHL-034,DLR-10,Closed Won,40000.0,6.91,37236.0,20240218.0,37,,100
OPP-02916,LD-15865,ACC-00157,CON-02083,VHL-013,DLR-01,Closed Lost,28000.0,9.51,25337.2,20231222.0,13,Competitor,0
OPP-02917,LD-08224,ACC-00540,CON-01694,VHL-016,DLR-07,Closed Won,19000.0,8.92,17305.2,20241020.0,18,,100
OPP-02918,LD-03587,ACC-00230,CON-04636,VHL-034,DLR-08,Qualified,40000.0,9.17,36332.0,,14,,25
OPP-02919,LD-10861,ACC-00400,CON-04848,VHL-028,DLR-11,Closed Won,51000.0,8.9,46461.0,20231117.0,27,,100
OPP-02920,LD-01525,ACC-02684,CON-02584,VHL-029,DLR-05,Closed Won,37000.0,5.0,35150.0,20241231.0,19,,100
OPP-02921,LD-09479,ACC-02906,CON-00398,VHL-040,DLR-10,Closed Won,68000.0,1.12,67238.4,20240117.0,38,,100
OPP-02922,LD-15529,ACC-02115,CON-03624,VHL-010,DLR-08,Proposal,17000.0,8.9,15487.0,,30,,50
OPP-02923,LD-02719,ACC-02735,CON-04095,VHL-022,DLR-08,Qualified,41000.0,7.82,37793.8,,33,,25
OPP-02924,LD-01676,ACC-02986,CON-03230,VHL-035,DLR-09,Closed Won,16000.0,3.08,15507.2,20240303.0,16,,100
OPP-02925,LD-01124,ACC-01129,CON-05567,VHL-011,DLR-07,Negotiation,34000.0,3.21,32908.6,,9,,75
OPP-02926,LD-15577,ACC-00709,CON-02079,VHL-013,DLR-03,Closed Won,28000.0,7.51,25897.2,20241114.0,33,,100
OPP-02927,LD-00529,ACC-01275,CON-01440,VHL-042,DLR-02,Closed Won,62000.0,6.89,57728.2,20240801.0,18,,100
OPP-02928,LD-12133,ACC-01910,CON-04161,VHL-022,DLR-09,Negotiation,41000.0,5.31,38822.9,,28,,75
OPP-02929,LD-07529,ACC-00362,CON-00430,VHL-012,DLR-01,Closed Won,70000.0,7.57,64701.0,20231124.0,36,,100
OPP-02930,LD-12996,ACC-00761,CON-03403,VHL-045,DLR-12,Proposal,85000.0,1.54,83691.0,,23,,50
OPP-02931,LD-04319,ACC-03141,CON-05652,VHL-022,DLR-02,Negotiation,41000.0,7.51,37920.9,,8,,75
OPP-02932,LD-07620,ACC-01886,CON-05649,VHL-009,DLR-07,Proposal,35000.0,2.07,34275.5,,30,,50
OPP-02933,LD-09457,ACC-01261,CON-02276,VHL-037,DLR-04,Qualified,45000.0,5.35,42592.5,,33,,25
OPP-02934,LD-13479,ACC-03062,CON-03212,VHL-019,DLR-02,Closed Won,29000.0,8.28,26598.8,20241108.0,19,,100
OPP-02935,LD-01289,ACC-01554,CON-00304,VHL-035,DLR-07,Closed Won,16000.0,3.69,15409.6,20241105.0,10,,100
OPP-02936,LD-13456,ACC-02315,CON-04622,VHL-004,DLR-11,Closed Won,32000.0,3.42,30905.6,20240322.0,15,,100
OPP-02937,LD-01002,ACC-01118,CON-02739,VHL-017,DLR-11,Negotiation,27000.0,4.31,25836.3,,19,,75
OPP-02938,LD-08810,ACC-01063,CON-03651,VHL-012,DLR-10,Closed Lost,70000.0,3.77,67361.0,20230607.0,25,Delay,0
OPP-02939,LD-13675,ACC-01429,CON-04341,VHL-007,DLR-03,Negotiation,39000.0,5.43,36882.3,,30,,75
OPP-02940,LD-06570,ACC-00151,CON-04897,VHL-024,DLR-07,Closed Won,24000.0,7.21,22269.6,20240704.0,17,,100
OPP-02941,LD-01026,ACC-02204,CON-03063,VHL-034,DLR-06,Closed Lost,40000.0,8.94,36424.0,20240116.0,16,Price,0
OPP-02942,LD-02697,ACC-00850,CON-00127,VHL-021,DLR-02,Closed Lost,38000.0,7.27,35237.4,20230411.0,25,Competitor,0
OPP-02943,LD-02872,ACC-00372,CON-02552,VHL-021,DLR-01,Closed Lost,38000.0,8.57,34743.4,20230202.0,24,Price,0
OPP-02944,LD-00930,ACC-00129,CON-05010,VHL-044,DLR-12,Proposal,71000.0,2.31,69359.9,,34,,50
OPP-02945,LD-01216,ACC-01947,CON-04866,VHL-011,DLR-08,Closed Lost,34000.0,7.17,31562.2,20230403.0,18,Competitor,0
OPP-02946,LD-01850,ACC-02697,CON-03150,VHL-040,DLR-03,Closed Won,68000.0,3.61,65545.2,20231205.0,42,,100
OPP-02947,LD-07525,ACC-02579,CON-02458,VHL-030,DLR-06,Closed Won,31000.0,2.8,30132.0,20231212.0,13,,100
OPP-02948,LD-03556,ACC-01727,CON-04696,VHL-020,DLR-01,Closed Won,25000.0,10.61,22347.5,20231112.0,17,,100
OPP-02949,LD-11043,ACC-00767,CON-01387,VHL-028,DLR-01,Closed Won,51000.0,5.53,48179.7,20240503.0,13,,100
OPP-02950,LD-03084,ACC-02240,CON-00788,VHL-032,DLR-11,Closed Lost,58000.0,5.87,54595.4,20240621.0,36,Competitor,0
OPP-02951,LD-07078,ACC-02432,CON-03268,VHL-021,DLR-08,Qualified,38000.0,8.97,34591.4,,36,,25
OPP-02952,LD-14737,ACC-01940,CON-00977,VHL-042,DLR-10,Closed Won,62000.0,4.04,59495.2,20230824.0,43,,100
OPP-02953,LD-04815,ACC-02462,CON-02405,VHL-025,DLR-09,Closed Won,69000.0,4.77,65708.7,20231114.0,30,,100
OPP-02954,LD-06688,ACC-00165,CON-01450,VHL-002,DLR-09,Closed Won,22000.0,7.43,20365.4,20240909.0,26,,100
OPP-02955,LD-12697,ACC-01725,CON-02043,VHL-015,DLR-12,Closed Lost,48000.0,10.77,42830.4,20230216.0,13,Price,0
OPP-02956,LD-00957,ACC-00672,CON-03094,VHL-034,DLR-03,Negotiation,40000.0,7.12,37152.0,,8,,75
OPP-02957,LD-08922,ACC-02327,CON-01409,VHL-028,DLR-01,Closed Won,51000.0,10.8,45492.0,20231112.0,19,,100
OPP-02958,LD-02128,ACC-00221,CON-01365,VHL-021,DLR-04,Closed Won,38000.0,3.67,36605.4,20230714.0,28,,100
OPP-02959,LD-02849,ACC-01418,CON-05722,VHL-030,DLR-11,Closed Lost,31000.0,5.9,29171.0,20230810.0,16,Price,0
OPP-02960,LD-01189,ACC-00821,CON-02040,VHL-014,DLR-11,Proposal,33000.0,2.01,32336.7,,16,,50
OPP-02961,LD-10593,ACC-00757,CON-00950,VHL-005,DLR-07,Closed Lost,30000.0,5.01,28497.0,20240711.0,12,Competitor,0
OPP-02962,LD-04175,ACC-00632,CON-00178,VHL-028,DLR-04,Proposal,51000.0,3.22,49357.8,,22,,50
OPP-02963,LD-05367,ACC-00021,CON-05784,VHL-016,DLR-06,Closed Won,19000.0,10.11,17079.1,20241203.0,30,,100
OPP-02964,LD-15751,ACC-02253,CON-05587,VHL-023,DLR-11,Closed Won,52000.0,5.6,49088.0,20240402.0,37,,100
OPP-02965,LD-00050,ACC-02738,CON-03575,VHL-039,DLR-06,Closed Won,58000.0,5.89,54583.8,20231230.0,48,,100
OPP-02966,LD-09913,ACC-03126,CON-05238,VHL-035,DLR-05,Closed Won,16000.0,6.67,14932.8,20230928.0,22,,100
OPP-02967,LD-03456,ACC-03126,CON-03628,VHL-025,DLR-09,Closed Lost,69000.0,6.76,64335.6,20240311.0,27,No Decision,0
OPP-02968,LD-12779,ACC-02764,CON-04539,VHL-007,DLR-03,Closed Won,39000.0,4.62,37198.2,20231205.0,25,,100
OPP-02969,LD-09208,ACC-02188,CON-04919,VHL-031,DLR-05,Closed Won,45000.0,6.32,42156.0,20240513.0,32,,100
OPP-02970,LD-14120,ACC-00111,CON-01650,VHL-044,DLR-09,Qualified,71000.0,3.93,68209.7,,55,,25
OPP-02971,LD-01386,ACC-01512,CON-04981,VHL-001,DLR-11,Negotiation,18000.0,6.26,16873.2,,22,,75
OPP-02972,LD-00676,ACC-02501,CON-01185,VHL-012,DLR-03,Closed Won,70000.0,6.01,65793.0,20241004.0,7,,100
OPP-02973,LD-04447,ACC-02645,CON-05618,VHL-016,DLR-03,Closed Won,19000.0,6.08,17844.8,20231212.0,11,,100
OPP-02974,LD-10235,ACC-00866,CON-00398,VHL-003,DLR-06,Negotiation,26000.0,5.5,24570.0,,9,,75
OPP-02975,LD-10889,ACC-02679,CON-00752,VHL-010,DLR-11,Negotiation,17000.0,2.65,16549.5,,31,,75
OPP-02976,LD-04138,ACC-01585,CON-00856,VHL-014,DLR-04,Proposal,33000.0,3.06,31990.2,,26,,50
OPP-02977,LD-08227,ACC-01728,CON-01620,VHL-022,DLR-01,Closed Won,41000.0,6.83,38199.7,20240224.0,23,,100
OPP-02978,LD-09593,ACC-01905,CON-01220,VHL-021,DLR-03,Proposal,38000.0,5.69,35837.8,,13,,50
OPP-02979,LD-04385,ACC-02687,CON-04457,VHL-006,DLR-01,Closed Won,36000.0,4.77,34282.8,20230819.0,13,,100
OPP-02980,LD-12882,ACC-00659,CON-01431,VHL-008,DLR-11,Closed Won,52000.0,8.43,47616.4,20240106.0,7,,100
OPP-02981,LD-02368,ACC-02812,CON-04618,VHL-044,DLR-12,Negotiation,71000.0,4.45,67840.5,,42,,75
OPP-02982,LD-05415,ACC-01731,CON-01279,VHL-034,DLR-02,Closed Won,40000.0,6.88,37248.0,20230628.0,32,,100
OPP-02983,LD-01533,ACC-03040,CON-05214,VHL-002,DLR-04,Closed Won,22000.0,4.42,21027.6,20231123.0,23,,100
OPP-02984,LD-03494,ACC-02057,CON-02258,VHL-040,DLR-07,Closed Won,68000.0,5.23,64443.6,20231023.0,46,,100
OPP-02985,LD-08791,ACC-02192,CON-01922,VHL-012,DLR-09,Closed Won,70000.0,5.79,65947.0,20240525.0,28,,100
OPP-02986,LD-15641,ACC-01737,CON-02016,VHL-027,DLR-03,Closed Lost,47000.0,3.73,45246.9,20240108.0,18,Price,0
OPP-02987,LD-09511,ACC-00029,CON-04802,VHL-026,DLR-03,Closed Won,43000.0,8.57,39314.9,20231123.0,16,,100
OPP-02988,LD-11615,ACC-01057,CON-04420,VHL-043,DLR-07,Closed Won,82000.0,7.54,75817.2,20240621.0,55,,100
OPP-02989,LD-02809,ACC-01782,CON-01453,VHL-033,DLR-10,Proposal,28000.0,9.0,25480.0,,36,,50
OPP-02990,LD-03128,ACC-02006,CON-02684,VHL-035,DLR-02,Qualified,16000.0,4.75,15240.0,,14,,25
OPP-02991,LD-05639,ACC-02812,CON-03150,VHL-036,DLR-01,Closed Won,39000.0,1.35,38473.5,20231116.0,56,,100
OPP-02992,LD-15210,ACC-03141,CON-01401,VHL-027,DLR-03,Closed Won,47000.0,6.33,44024.9,20241231.0,25,,100
OPP-02993,LD-15685,ACC-01202,CON-03308,VHL-003,DLR-10,Closed Won,26000.0,6.34,24351.6,20231217.0,18,,100
OPP-02994,LD-00507,ACC-01220,CON-01802,VHL-012,DLR-09,Closed Won,70000.0,2.14,68502.0,20230322.0,27,,100
OPP-02995,LD-02415,ACC-02998,CON-04640,VHL-034,DLR-01,Closed Won,40000.0,7.86,36856.0,20240319.0,29,,100
OPP-02996,LD-01283,ACC-00718,CON-00079,VHL-021,DLR-02,Qualified,38000.0,8.41,34804.2,,22,,25
OPP-02997,LD-01502,ACC-02593,CON-03147,VHL-042,DLR-06,Qualified,62000.0,1.57,61026.6,,27,,25
OPP-02998,LD-13509,ACC-01877,CON-04124,VHL-043,DLR-05,Closed Won,82000.0,7.25,76055.0,20230703.0,40,,100
OPP-02999,LD-06718,ACC-00167,CON-00341,VHL-014,DLR-12,Closed Won,33000.0,3.95,31696.5,20241230.0,36,,100
OPP-03000,LD-01529,ACC-02496,CON-03426,VHL-039,DLR-04,Qualified,58000.0,3.24,56120.8,,27,,25
OPP-03001,LD-02738,ACC-01565,CON-01390,VHL-003,DLR-01,Closed Lost,26000.0,8.38,23821.2,20241231.0,13,Price,0
OPP-03002,LD-03801,ACC-01731,CON-03818,VHL-030,DLR-11,Closed Won,31000.0,5.54,29282.6,20240511.0,26,,100
OPP-03003,LD-11662,ACC-02956,CON-03948,VHL-018,DLR-08,Closed Won,35000.0,4.16,33544.0,20231002.0,23,,100
OPP-03004,LD-00180,ACC-00477,CON-01573,VHL-015,DLR-08,Closed Won,48000.0,9.06,43651.2,20241228.0,34,,100
OPP-03005,LD-05775,ACC-02522,CON-01928,VHL-021,DLR-11,Closed Won,38000.0,7.64,35096.8,20240925.0,26,,100
OPP-03006,LD-15384,ACC-02844,CON-03675,VHL-014,DLR-01,Closed Won,33000.0,8.83,30086.1,20240812.0,22,,100
OPP-03007,LD-15503,ACC-00882,CON-02797,VHL-035,DLR-06,Closed Won,16000.0,5.87,15060.8,20230507.0,37,,100
OPP-03008,LD-04108,ACC-01134,CON-03250,VHL-031,DLR-08,Closed Won,45000.0,6.43,42106.5,20230508.0,18,,100
OPP-03009,LD-09079,ACC-00743,CON-04665,VHL-027,DLR-01,Closed Won,47000.0,2.91,45632.3,20240622.0,32,,100
OPP-03010,LD-04565,ACC-00849,CON-02100,VHL-041,DLR-09,Closed Won,48000.0,2.91,46603.2,20241023.0,44,,100
OPP-03011,LD-11784,ACC-01126,CON-00823,VHL-014,DLR-12,Qualified,33000.0,4.9,31383.0,,15,,25
OPP-03012,LD-08795,ACC-00398,CON-00012,VHL-033,DLR-04,Negotiation,28000.0,7.29,25958.8,,27,,75
OPP-03013,LD-05592,ACC-00906,CON-04155,VHL-007,DLR-08,Negotiation,39000.0,2.13,38169.3,,27,,75
OPP-03014,LD-06483,ACC-02409,CON-00641,VHL-015,DLR-08,Qualified,48000.0,4.01,46075.2,,36,,25
OPP-03015,LD-11906,ACC-01949,CON-02223,VHL-023,DLR-10,Closed Won,52000.0,7.86,47912.8,20230619.0,31,,100
OPP-03016,LD-06679,ACC-01310,CON-04196,VHL-007,DLR-10,Closed Lost,39000.0,2.13,38169.3,20240506.0,28,Competitor,0
OPP-03017,LD-01287,ACC-00863,CON-00977,VHL-008,DLR-07,Closed Won,52000.0,5.7,49036.0,20240207.0,38,,100
OPP-03018,LD-00804,ACC-01048,CON-01258,VHL-011,DLR-11,Closed Won,34000.0,3.36,32857.6,20241008.0,31,,100
OPP-03019,LD-04947,ACC-00322,CON-01852,VHL-040,DLR-10,Closed Won,68000.0,5.62,64178.4,20230602.0,54,,100
OPP-03020,LD-00037,ACC-00341,CON-02002,VHL-024,DLR-02,Closed Won,24000.0,7.55,22188.0,20230430.0,29,,100
OPP-03021,LD-05630,ACC-01246,CON-05118,VHL-014,DLR-04,Proposal,33000.0,8.89,30066.3,,30,,50
OPP-03022,LD-15982,ACC-00122,CON-01085,VHL-002,DLR-05,Negotiation,22000.0,4.21,21073.8,,36,,75
OPP-03023,LD-10931,ACC-01441,CON-03695,VHL-041,DLR-10,Proposal,48000.0,4.51,45835.2,,57,,50
OPP-03024,LD-10808,ACC-03078,CON-02858,VHL-008,DLR-08,Closed Won,52000.0,5.32,49233.6,20241026.0,8,,100
OPP-03025,LD-10274,ACC-00962,CON-05084,VHL-029,DLR-01,Closed Lost,37000.0,8.62,33810.6,20230513.0,38,Competitor,0
OPP-03026,LD-11942,ACC-00398,CON-00280,VHL-035,DLR-02,Closed Won,16000.0,5.91,15054.4,20241004.0,14,,100
OPP-03027,LD-08506,ACC-02338,CON-00229,VHL-041,DLR-01,Closed Won,48000.0,2.48,46809.6,20240819.0,25,,100
OPP-03028,LD-09286,ACC-02254,CON-03115,VHL-021,DLR-10,Negotiation,38000.0,9.42,34420.4,,32,,75
OPP-03029,LD-10461,ACC-02455,CON-01674,VHL-005,DLR-12,Closed Won,30000.0,8.01,27597.0,20240509.0,33,,100
OPP-03030,LD-00398,ACC-02721,CON-02907,VHL-012,DLR-07,Negotiation,70000.0,7.39,64827.0,,13,,75
OPP-03031,LD-13925,ACC-02058,CON-04084,VHL-003,DLR-03,Closed Lost,26000.0,11.6,22984.0,20240121.0,27,Price,0
OPP-03032,LD-00622,ACC-03100,CON-00547,VHL-003,DLR-11,Closed Won,26000.0,8.87,23693.8,20231001.0,38,,100
OPP-03033,LD-00415,ACC-00643,CON-04425,VHL-017,DLR-09,Closed Won,27000.0,9.94,24316.2,20241231.0,35,,100
OPP-03034,LD-15203,ACC-00014,CON-04217,VHL-001,DLR-02,Closed Lost,18000.0,3.78,17319.6,20230929.0,25,Price,0
OPP-03035,LD-15977,ACC-02800,CON-00650,VHL-030,DLR-12,Closed Won,31000.0,6.68,28929.2,20230409.0,18,,100
OPP-03036,LD-12885,ACC-01714,CON-03561,VHL-031,DLR-04,Closed Lost,45000.0,6.72,41976.0,20240305.0,33,Price,0
OPP-03037,LD-15423,ACC-02498,CON-03909,VHL-005,DLR-06,Closed Won,30000.0,6.95,27915.0,20230618.0,15,,100
OPP-03038,LD-11166,ACC-00094,CON-02336,VHL-029,DLR-09,Closed Won,37000.0,11.49,32748.7,20230729.0,33,,100
OPP-03039,LD-12145,ACC-02804,CON-04964,VHL-004,DLR-10,Closed Won,32000.0,4.0,30720.0,20230701.0,37,,100
OPP-03040,LD-11840,ACC-02262,CON-00184,VHL-020,DLR-10,Qualified,25000.0,5.46,23635.0,,31,,25
OPP-03041,LD-13220,ACC-01876,CON-00560,VHL-002,DLR-04,Closed Won,22000.0,3.54,21221.2,20240514.0,17,,100
OPP-03042,LD-13656,ACC-01935,CON-05572,VHL-004,DLR-02,Closed Won,32000.0,9.0,29120.0,20230512.0,18,,100
OPP-03043,LD-14889,ACC-00544,CON-02471,VHL-007,DLR-01,Closed Lost,39000.0,11.21,34628.1,20231029.0,27,Competitor,0
